route,status,source_file,source_title_or_term,source_metaTitle,source_ogTitle,source_excerpt_or_definition,source_metaDescription,source_ogDescription,h1,h1_hidden,html_title,og_title,twitter_title,meta_description,og_description,twitter_description,robots,og_image,structured_names,build_title,live_title,build_live_diff,core_different,brand_duplicate,priority,proposed_h1,proposed_html_title,proposed_og_title,proposed_twitter_title,proposal
"/class/vibe-coding-basics","200","content/courses/vibe-coding-basics.md","바이브코딩을 위한 기초지식","바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선","","AI에게 코드를 맡기기 전에 알아야 할 개발 환경, 보안, 배포의 핵심 개념 10가지를 초보자 눈높이에서 설명합니다.","터미널, Git, 환경 변수, API, 배포까지. AI에게 코드를 맡기기 전에 꼭 알아야 할 개발 기초지식을 초보자 눈높이에서 설명합니다.","","바이브코딩을 위한 기초지식","false","Class | 바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선 | 준이아빠블로그","바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선","바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선","터미널, Git, 환경 변수, API, 배포까지. AI에게 코드를 맡기기 전에 꼭 알아야 할 개발 기초지식을 초보자 눈높이에서 설명합니다.","터미널, Git, 환경 변수, API, 배포까지. AI에게 코드를 맡기기 전에 꼭 알아야 할 개발 기초지식을 초보자 눈높이에서 설명합니다.","터미널, Git, 환경 변수, API, 배포까지. AI에게 코드를 맡기기 전에 꼭 알아야 할 개발 기초지식을 초보자 눈높이에서 설명합니다.","","https://www.digitalmarketer.co.kr/og/vibe-coding-basics.png","Course: 바이브코딩을 위한 기초지식 / ItemList: 바이브코딩을 위한 기초지식 커리큘럼","Class | 바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선 | 준이아빠블로그","Class | 바이브코딩 기초지식 | AI 코딩 입문자를 위한 필수 개념 10선 | 준이아빠블로그","","true","false","P2","바이브코딩 기초지식: AI 코딩 입문 필수 개념 10선","바이브코딩 기초지식: AI 코딩 입문 필수 개념 10선 | 준이아빠블로그","바이브코딩 기초지식: AI 코딩 입문 필수 개념 10선","바이브코딩 기초지식: AI 코딩 입문 필수 개념 10선","P2: H1·Course.name·공유를 제안 제목으로 정렬. 목록·배너에는 짧은 코스명을 허용하되 기본 이름은 course.title에서 파생. 검색 제목 앞 ‘Class |’와 자료 출처 설명은 각각 섹션 라벨과 description으로 이동."
"/ga4-edu/attribution-model-comparison","200","","","","","","","","기여 분석 모델 바꿔 채널 평가 비교하기","false","GA4 Edu | GA4 기여 분석 모델 비교로 채널 평가 다시 보기 | 준이아빠블로그","GA4 기여 분석 모델 비교로 채널 평가 다시 보기","GA4 기여 분석 모델 비교로 채널 평가 다시 보기","GA4 기여 분석 모델은 하나의 전환에 여러 채널이 관여했을 때 그 공을 어느 채널에 얼마나 나눠 줄지 정하는 규칙입니다. 같은 전환을 데이터 기반과 마지막 클릭으로 나눠 보고, 총 전환은 그대로인 채 채널 사이에서 몫만 옮겨 다니는 것을 확인합니다.","GA4 기여 분석 모델은 하나의 전환에 여러 채널이 관여했을 때 그 공을 어느 채널에 얼마나 나눠 줄지 정하는 규칙입니다. 같은 전환을 데이터 기반과 마지막 클릭으로 나눠 보고, 총 전환은 그대로인 채 채널 사이에서 몫만 옮겨 다니는 것을 확인합니다.","GA4 기여 분석 모델은 하나의 전환에 여러 채널이 관여했을 때 그 공을 어느 채널에 얼마나 나눠 줄지 정하는 규칙입니다. 같은 전환을 데이터 기반과 마지막 클릭으로 나눠 보고, 총 전환은 그대로인 채 채널 사이에서 몫만 옮겨 다니는 것을 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 기여 분석 모델 비교로 채널 평가 다시 보기","GA4 Edu | GA4 기여 분석 모델 비교로 채널 평가 다시 보기 | 준이아빠블로그","GA4 Edu | GA4 기여 분석 모델 비교로 채널 평가 다시 보기 | 준이아빠블로그","","true","false","P2","GA4 기여 분석 모델 비교로 채널 평가 다시 보기","GA4 기여 분석 모델 비교로 채널 평가 다시 보기 | 준이아빠블로그","GA4 기여 분석 모델 비교로 채널 평가 다시 보기","GA4 기여 분석 모델 비교로 채널 평가 다시 보기","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/audience-export","200","","","","","","","","잠재고객 만들어 광고 계정으로 내보내기","false","GA4 Edu | GA4 잠재고객이 0명인 이유와 광고 계정 내보내기 | 준이아빠블로그","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","GA4 잠재고객은 조건에 맞는 사용자를 모아 두었다가 광고 계정으로 보내 다시 만날 수 있게 하는 속성 설정입니다. 어제 만들어 0명으로 남은 잠재고객을 광고 계정과 잇고, 잠재고객이 지난 데이터로 채워지지 않는 이유를 확인합니다.","GA4 잠재고객은 조건에 맞는 사용자를 모아 두었다가 광고 계정으로 보내 다시 만날 수 있게 하는 속성 설정입니다. 어제 만들어 0명으로 남은 잠재고객을 광고 계정과 잇고, 잠재고객이 지난 데이터로 채워지지 않는 이유를 확인합니다.","GA4 잠재고객은 조건에 맞는 사용자를 모아 두었다가 광고 계정으로 보내 다시 만날 수 있게 하는 속성 설정입니다. 어제 만들어 0명으로 남은 잠재고객을 광고 계정과 잇고, 잠재고객이 지난 데이터로 채워지지 않는 이유를 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","GA4 Edu | GA4 잠재고객이 0명인 이유와 광고 계정 내보내기 | 준이아빠블로그","GA4 Edu | GA4 잠재고객이 0명인 이유와 광고 계정 내보내기 | 준이아빠블로그","","true","false","P2","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기 | 준이아빠블로그","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","GA4 잠재고객이 0명인 이유와 광고 계정 내보내기","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/automatic-events","200","","","","","","","","이벤트 보고서에서 자동 수집 이벤트 확인하기","false","GA4 Edu | GA4 자동 수집 이벤트와 향상된 측정 구분하기 | 준이아빠블로그","GA4 자동 수집 이벤트와 향상된 측정 구분하기","GA4 자동 수집 이벤트와 향상된 측정 구분하기","GA4 자동 수집 이벤트는 태그를 붙이기만 하면 설정 없이 들어오는 이벤트이고, 향상된 측정 이벤트는 데이터 스트림에서 항목별로 사용 설정과 해제를 정할 수 있는 이벤트입니다.","GA4 자동 수집 이벤트는 태그를 붙이기만 하면 설정 없이 들어오는 이벤트이고, 향상된 측정 이벤트는 데이터 스트림에서 항목별로 사용 설정과 해제를 정할 수 있는 이벤트입니다.","GA4 자동 수집 이벤트는 태그를 붙이기만 하면 설정 없이 들어오는 이벤트이고, 향상된 측정 이벤트는 데이터 스트림에서 항목별로 사용 설정과 해제를 정할 수 있는 이벤트입니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 자동 수집 이벤트와 향상된 측정 구분하기","GA4 Edu | GA4 자동 수집 이벤트와 향상된 측정 구분하기 | 준이아빠블로그","GA4 Edu | GA4 자동 수집 이벤트와 향상된 측정 구분하기 | 준이아빠블로그","","true","false","P2","GA4 자동 수집 이벤트와 향상된 측정 구분하기","GA4 자동 수집 이벤트와 향상된 측정 구분하기 | 준이아빠블로그","GA4 자동 수집 이벤트와 향상된 측정 구분하기","GA4 자동 수집 이벤트와 향상된 측정 구분하기","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/bigquery-export","200","","","","","","","","BigQuery 내보내기 설정과 원본 이벤트 표 구조 읽기","false","GA4 Edu | GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조 | 준이아빠블로그","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","GA4 BigQuery 내보내기는 보고서로 가공되기 전의 원본 이벤트를 빅쿼리로 그대로 보내는 연동 설정입니다. 일일과 스트리밍 두 방식이 만드는 표 이름을 화면에서 비교하고, 원본 이벤트 표의 중첩 구조를 읽는 법까지 정리합니다.","GA4 BigQuery 내보내기는 보고서로 가공되기 전의 원본 이벤트를 빅쿼리로 그대로 보내는 연동 설정입니다. 일일과 스트리밍 두 방식이 만드는 표 이름을 화면에서 비교하고, 원본 이벤트 표의 중첩 구조를 읽는 법까지 정리합니다.","GA4 BigQuery 내보내기는 보고서로 가공되기 전의 원본 이벤트를 빅쿼리로 그대로 보내는 연동 설정입니다. 일일과 스트리밍 두 방식이 만드는 표 이름을 화면에서 비교하고, 원본 이벤트 표의 중첩 구조를 읽는 법까지 정리합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","GA4 Edu | GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조 | 준이아빠블로그","GA4 Edu | GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조 | 준이아빠블로그","","true","false","P2","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조 | 준이아빠블로그","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","GA4 BigQuery 내보내기: 일일과 스트리밍, 표 구조","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/cohort-retention","200","","","","","","","","접속 기준 리텐션 확인하기","false","GA4 Edu | GA4 동질 집단 탐색으로 리텐션 읽는 법 | 준이아빠블로그","GA4 동질 집단 탐색으로 리텐션 읽는 법","GA4 동질 집단 탐색으로 리텐션 읽는 법","GA4 동질 집단 탐색 분석은 같은 시기에 처음 들어온 사용자를 한 무리로 묶고, 그 무리가 시간이 지나며 얼마나 다시 오는지 표로 보여 주는 탐색 기법입니다.","GA4 동질 집단 탐색 분석은 같은 시기에 처음 들어온 사용자를 한 무리로 묶고, 그 무리가 시간이 지나며 얼마나 다시 오는지 표로 보여 주는 탐색 기법입니다.","GA4 동질 집단 탐색 분석은 같은 시기에 처음 들어온 사용자를 한 무리로 묶고, 그 무리가 시간이 지나며 얼마나 다시 오는지 표로 보여 주는 탐색 기법입니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 동질 집단 탐색으로 리텐션 읽는 법","GA4 Edu | GA4 동질 집단 탐색으로 리텐션 읽는 법 | 준이아빠블로그","GA4 Edu | GA4 동질 집단 탐색으로 리텐션 읽는 법 | 준이아빠블로그","","true","false","P2","GA4 동질 집단 탐색으로 리텐션 읽는 법","GA4 동질 집단 탐색으로 리텐션 읽는 법 | 준이아빠블로그","GA4 동질 집단 탐색으로 리텐션 읽는 법","GA4 동질 집단 탐색으로 리텐션 읽는 법","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/custom-channel-group","200","","","","","","","","채널 그룹 직접 만들어 유입 분류 바꾸기","false","GA4 Edu | GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정 | 준이아빠블로그","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","GA4 맞춤 채널 그룹은 기본 채널 그룹이 나누지 못하는 기준으로 유입을 다시 묶기 위해 직접 규칙을 세워 만드는 분류입니다. 규칙 순서가 어긋나 세션이 0회로 남은 규칙을 직접 위로 올려, 먼저 걸리는 규칙이 이긴다는 원리를 화면에서 확인합니다.","GA4 맞춤 채널 그룹은 기본 채널 그룹이 나누지 못하는 기준으로 유입을 다시 묶기 위해 직접 규칙을 세워 만드는 분류입니다. 규칙 순서가 어긋나 세션이 0회로 남은 규칙을 직접 위로 올려, 먼저 걸리는 규칙이 이긴다는 원리를 화면에서 확인합니다.","GA4 맞춤 채널 그룹은 기본 채널 그룹이 나누지 못하는 기준으로 유입을 다시 묶기 위해 직접 규칙을 세워 만드는 분류입니다. 규칙 순서가 어긋나 세션이 0회로 남은 규칙을 직접 위로 올려, 먼저 걸리는 규칙이 이긴다는 원리를 화면에서 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","GA4 Edu | GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정 | 준이아빠블로그","GA4 Edu | GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정 | 준이아빠블로그","","true","false","P2","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정 | 준이아빠블로그","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","GA4 맞춤 채널 그룹 만들기와 규칙 순서의 함정","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/custom-dimension-registration","200","","","","","","","","맞춤 측정기준 등록해 매개변수를 보고서에 올리기","false","GA4 Edu | GA4 맞춤 측정기준 등록 방법과 (not set) 이유 | 준이아빠블로그","GA4 맞춤 측정기준 등록 방법과 (not set) 이유","GA4 맞춤 측정기준 등록 방법과 (not set) 이유","GA4 맞춤 측정기준은 이벤트와 함께 들어오는 매개변수를 보고서의 측정기준으로 쓸 수 있게 등록하는 설정입니다. 맞춤 정의 화면에서 매개변수를 측정기준으로 등록하고, 등록하면 안 되는 매개변수를 목록에서 찾아 보관 처리까지 해 봅니다.","GA4 맞춤 측정기준은 이벤트와 함께 들어오는 매개변수를 보고서의 측정기준으로 쓸 수 있게 등록하는 설정입니다. 맞춤 정의 화면에서 매개변수를 측정기준으로 등록하고, 등록하면 안 되는 매개변수를 목록에서 찾아 보관 처리까지 해 봅니다.","GA4 맞춤 측정기준은 이벤트와 함께 들어오는 매개변수를 보고서의 측정기준으로 쓸 수 있게 등록하는 설정입니다. 맞춤 정의 화면에서 매개변수를 측정기준으로 등록하고, 등록하면 안 되는 매개변수를 목록에서 찾아 보관 처리까지 해 봅니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 맞춤 측정기준 등록 방법과 (not set) 이유","GA4 Edu | GA4 맞춤 측정기준 등록 방법과 (not set) 이유 | 준이아빠블로그","GA4 Edu | GA4 맞춤 측정기준 등록 방법과 (not set) 이유 | 준이아빠블로그","","true","false","P2","GA4 맞춤 측정기준 등록 방법과 (not set) 이유","GA4 맞춤 측정기준 등록 방법과 (not set) 이유 | 준이아빠블로그","GA4 맞춤 측정기준 등록 방법과 (not set) 이유","GA4 맞춤 측정기준 등록 방법과 (not set) 이유","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/custom-event-and-key-event","200","","","","","","","","맞춤 이벤트 만들고 주요 이벤트로 표시하기","false","GA4 Edu | GA4 이벤트 만들기와 주요 이벤트 표시 방법 | 준이아빠블로그","GA4 이벤트 만들기와 주요 이벤트 표시 방법","GA4 이벤트 만들기와 주요 이벤트 표시 방법","GA4 이벤트 만들기는 코드를 수정하지 않고 이미 들어오는 이벤트에 조건을 걸어 새 이벤트를 만드는 관리 기능이고, 주요 이벤트 표시는 그 이벤트를 전환으로 세게 하는 설정입니다.","GA4 이벤트 만들기는 코드를 수정하지 않고 이미 들어오는 이벤트에 조건을 걸어 새 이벤트를 만드는 관리 기능이고, 주요 이벤트 표시는 그 이벤트를 전환으로 세게 하는 설정입니다.","GA4 이벤트 만들기는 코드를 수정하지 않고 이미 들어오는 이벤트에 조건을 걸어 새 이벤트를 만드는 관리 기능이고, 주요 이벤트 표시는 그 이벤트를 전환으로 세게 하는 설정입니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 이벤트 만들기와 주요 이벤트 표시 방법","GA4 Edu | GA4 이벤트 만들기와 주요 이벤트 표시 방법 | 준이아빠블로그","GA4 Edu | GA4 이벤트 만들기와 주요 이벤트 표시 방법 | 준이아빠블로그","","true","false","P2","GA4 이벤트 만들기와 주요 이벤트 표시 방법","GA4 이벤트 만들기와 주요 이벤트 표시 방법 | 준이아빠블로그","GA4 이벤트 만들기와 주요 이벤트 표시 방법","GA4 이벤트 만들기와 주요 이벤트 표시 방법","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/date-range-comparison","200","","","","","","","","기간 선택과 이전 기간 비교 적용하기","false","GA4 Edu | GA4 기간 설정과 이전 기간 비교 사용법 | 준이아빠블로그","GA4 기간 설정과 이전 기간 비교 사용법","GA4 기간 설정과 이전 기간 비교 사용법","GA4 기간 비교는 보고서에 고른 기간과 다른 기간을 한 표에 나란히 놓고 값과 변화율을 함께 보여 주는 기능입니다. 기간을 지난 28일로 맞추고 이전 기간과 이전 연도를 번갈아 걸어, 합계만 봐서는 드러나지 않는 채널의 변화를 찾아내는 순서를 직접 따라 합니다.","GA4 기간 비교는 보고서에 고른 기간과 다른 기간을 한 표에 나란히 놓고 값과 변화율을 함께 보여 주는 기능입니다. 기간을 지난 28일로 맞추고 이전 기간과 이전 연도를 번갈아 걸어, 합계만 봐서는 드러나지 않는 채널의 변화를 찾아내는 순서를 직접 따라 합니다.","GA4 기간 비교는 보고서에 고른 기간과 다른 기간을 한 표에 나란히 놓고 값과 변화율을 함께 보여 주는 기능입니다. 기간을 지난 28일로 맞추고 이전 기간과 이전 연도를 번갈아 걸어, 합계만 봐서는 드러나지 않는 채널의 변화를 찾아내는 순서를 직접 따라 합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 기간 설정과 이전 기간 비교 사용법","GA4 Edu | GA4 기간 설정과 이전 기간 비교 사용법 | 준이아빠블로그","GA4 Edu | GA4 기간 설정과 이전 기간 비교 사용법 | 준이아빠블로그","","true","false","P2","GA4 기간 설정과 이전 기간 비교 사용법","GA4 기간 설정과 이전 기간 비교 사용법 | 준이아빠블로그","GA4 기간 설정과 이전 기간 비교 사용법","GA4 기간 설정과 이전 기간 비교 사용법","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/ecommerce-item-report","200","","","","","","","","이커머스 항목 보고서에서 상품 성과 나누기","false","GA4 Edu | GA4 항목 범위 측정항목으로 상품별 성과 나누기 | 준이아빠블로그","GA4 항목 범위 측정항목으로 상품별 성과 나누기","GA4 항목 범위 측정항목으로 상품별 성과 나누기","GA4 항목 범위 측정항목은 세션이나 사용자가 아니라 상품 하나하나를 단위로 세는 이커머스 지표입니다. 상품별로 조회와 장바구니, 구매를 나란히 놓고 조회수 순위와 구매 순위가 어긋나는 상품을 찾아냅니다.","GA4 항목 범위 측정항목은 세션이나 사용자가 아니라 상품 하나하나를 단위로 세는 이커머스 지표입니다. 상품별로 조회와 장바구니, 구매를 나란히 놓고 조회수 순위와 구매 순위가 어긋나는 상품을 찾아냅니다.","GA4 항목 범위 측정항목은 세션이나 사용자가 아니라 상품 하나하나를 단위로 세는 이커머스 지표입니다. 상품별로 조회와 장바구니, 구매를 나란히 놓고 조회수 순위와 구매 순위가 어긋나는 상품을 찾아냅니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 항목 범위 측정항목으로 상품별 성과 나누기","GA4 Edu | GA4 항목 범위 측정항목으로 상품별 성과 나누기 | 준이아빠블로그","GA4 Edu | GA4 항목 범위 측정항목으로 상품별 성과 나누기 | 준이아빠블로그","","true","false","P2","GA4 항목 범위 측정항목으로 상품별 성과 나누기","GA4 항목 범위 측정항목으로 상품별 성과 나누기 | 준이아빠블로그","GA4 항목 범위 측정항목으로 상품별 성과 나누기","GA4 항목 범위 측정항목으로 상품별 성과 나누기","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/engagement-rate-and-bounce","200","","","","","","","","참여율과 이탈률을 같이 읽기","false","GA4 Edu | GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법 | 준이아빠블로그","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","GA4 이탈률은 100에서 참여율을 뺀 나머지로, 참여 세션이 되지 못한 세션의 비율입니다. 보고서 맞춤설정으로 이탈률 열을 직접 붙이고, 이탈률이 가장 높은 줄이 늘 개선해야 할 곳은 아니라는 것을 방문 페이지 표에서 확인합니다.","GA4 이탈률은 100에서 참여율을 뺀 나머지로, 참여 세션이 되지 못한 세션의 비율입니다. 보고서 맞춤설정으로 이탈률 열을 직접 붙이고, 이탈률이 가장 높은 줄이 늘 개선해야 할 곳은 아니라는 것을 방문 페이지 표에서 확인합니다.","GA4 이탈률은 100에서 참여율을 뺀 나머지로, 참여 세션이 되지 못한 세션의 비율입니다. 보고서 맞춤설정으로 이탈률 열을 직접 붙이고, 이탈률이 가장 높은 줄이 늘 개선해야 할 곳은 아니라는 것을 방문 페이지 표에서 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","GA4 Edu | GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법 | 준이아빠블로그","GA4 Edu | GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법 | 준이아빠블로그","","true","false","P2","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법 | 준이아빠블로그","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","GA4 참여율과 이탈률 같이 읽기: 이탈률 열 추가하는 법","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/enhanced-measurement-toggle","200","","","","","","","","데이터 스트림 향상된 측정에서 개별 이벤트 해제하기","false","GA4 Edu | GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백 | 준이아빠블로그","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","GA4 향상된 측정은 코드를 더 넣지 않아도 스크롤, 이탈 클릭, 사이트 검색 같은 상호작용을 자동으로 수집하게 하는 데이터 스트림 설정입니다. 스크롤 측정을 직접 해제했다가 되돌리며, 설정 하나가 수집을 멈추는 순간과 그 기간이 채워지지 않는다는 점을 화면에서 확인합니다.","GA4 향상된 측정은 코드를 더 넣지 않아도 스크롤, 이탈 클릭, 사이트 검색 같은 상호작용을 자동으로 수집하게 하는 데이터 스트림 설정입니다. 스크롤 측정을 직접 해제했다가 되돌리며, 설정 하나가 수집을 멈추는 순간과 그 기간이 채워지지 않는다는 점을 화면에서 확인합니다.","GA4 향상된 측정은 코드를 더 넣지 않아도 스크롤, 이탈 클릭, 사이트 검색 같은 상호작용을 자동으로 수집하게 하는 데이터 스트림 설정입니다. 스크롤 측정을 직접 해제했다가 되돌리며, 설정 하나가 수집을 멈추는 순간과 그 기간이 채워지지 않는다는 점을 화면에서 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","GA4 Edu | GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백 | 준이아빠블로그","GA4 Edu | GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백 | 준이아빠블로그","","true","false","P2","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백 | 준이아빠블로그","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","GA4 향상된 측정 해제와 되돌릴 수 없는 데이터 공백","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
"/ga4-edu/exploration-free-form","200","","","","","","","","자유 형식 보고서 만들고 행과 열 배치하기","false","GA4 Edu | GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치 | 준이아빠블로그","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","GA4 자유 형식은 측정기준을 행과 열에 직접 배치해 표준 보고서에 없는 교차표를 만드는 탐색 기법입니다. 랜딩 페이지를 행에, 기기 카테고리를 열에 놓아 같은 숫자를 두 방향으로 나눠 읽고, 행만 볼 때와 결론이 어떻게 달라지는지 GA4와 같은 모양의 화면에서 직접 확인합니다.","GA4 자유 형식은 측정기준을 행과 열에 직접 배치해 표준 보고서에 없는 교차표를 만드는 탐색 기법입니다. 랜딩 페이지를 행에, 기기 카테고리를 열에 놓아 같은 숫자를 두 방향으로 나눠 읽고, 행만 볼 때와 결론이 어떻게 달라지는지 GA4와 같은 모양의 화면에서 직접 확인합니다.","GA4 자유 형식은 측정기준을 행과 열에 직접 배치해 표준 보고서에 없는 교차표를 만드는 탐색 기법입니다. 랜딩 페이지를 행에, 기기 카테고리를 열에 놓아 같은 숫자를 두 방향으로 나눠 읽고, 행만 볼 때와 결론이 어떻게 달라지는지 GA4와 같은 모양의 화면에서 직접 확인합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","GA4 Edu | GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치 | 준이아빠블로그","GA4 Edu | GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치 | 준이아빠블로그","","true","false","P2","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치 | 준이아빠블로그","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","GA4 탐색 자유 형식 보고서 만들기: 행과 열 배치","P2: 상세 H1을 seoTitle로 맞춰 LearningResource.name·검색·공유의 학습 약속을 통일. 목록에는 기존 t.title을 짧은 과제명으로 유지. GA4 Edu 라벨은 화면 상단·breadcrumb으로 이동."
